Dalvik/2.1.0 (Linux; U; Android 16; SM-S918B Build/BP2A.250605.031.A3) [FBAN/Orca-Android;FBAV/532.0.0.50.108;FBPN/com.facebook.orca;FBLC/en_GB;FBBV/818234645;FBCR/Asiacell;FBMF/samsung;FBBD/samsung;FBDV/SM-S918B;FBSV/16;FBCA/arm64-v8a:null;FBDM/{density=2.8125,width=1080,height=2106};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 16; Pixel 8 Build/TQ3A.230805.001.A1) [FBAN/Orca-Android;FBAV/534.0.0.52.110;FBPN/com.facebook.orca;FBLC/en_GB;FBBV/820123456;FBCR/Verizon;FBMF/Google;FBBD/Google;FBDV/Pixel 8;FBSV/16;FBCA/arm64-v8a:null;FBDM/{density=3.0,width=1080,height=2400};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 16; Galaxy S24 Build/TQ3B.240102.002.A2) [FBAN/Orca-Android;FBAV/536.0.0.53.120;FBPN/com.facebook.orca;FBLC/en_GB;FBBV/823456789;FBCR/T-Mobile;FBMF/Samsung;FBBD/Samsung;FBDV/Galaxy S24;FBSV/16;FBCA/arm64-v8a:null;FBDM/{density=3.25,width=1080,height=2340};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 16; Infinix Zero 40 Build/TQ3C.240402.005.A3) [FBAN/Orca-Android;FBAV/538.0.0.54.130;FBPN/com.facebook.orca;FBLC/en_GB;FBBV/825987654;FBCR/Hutch;FBMF/Infinix;FBBD/Infinix;FBDV/Infinix Zero 40;FBSV/16;FBCA/arm64-v8a:null;FBDM/{density=2.8125,width=1080,height=2400};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 16; Tecno Camon 20 Build/TQ3D.240502.007.A4) [FBAN/Orca-Android;FBAV/540.0.0.55.140;FBPN/com.facebook.orca;FBLC/en_GB;FBBV/828123456;FBCR/Mobilink;FBMF/Tecno;FBBD/Tecno;FBDV/Tecno Camon 20;FBSV/16;FBCA/arm64-v8a:null;FBDM/{density=2.625,width=1080,height=2340};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 16; Redmi K70 Build/TQ3E.240602.008.A5) [FBAN/Orca-Android;FBAV/542.0.0.56.150;FBPN/com.facebook.orca;FBLC/en_GB;FBBV/830654321;FBCR/AT&T;FBMF/Xiaomi;FBBD/Xiaomi;FBDV/Redmi K70;FBSV/16;FBCA/arm64-v8a:null;FBDM/{density=3.0,width=1080,height=2400};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 16; Oppo Reno 12 Build/TQ3F.240702.009.A6) [FBAN/Orca-Android;FBAV/544.0.0.57.160;FBPN/com.facebook.orca;FBLC/en_GB;FBBV/832987654;FBCR/Orange;FBMF/Oppo;FBBD/Oppo;FBDV/Oppo Reno 12;FBSV/16;FBCA/arm64-v8a:null;FBDM/{density=3.0,width=1080,height=2400};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 16; Sony Xperia 10 IV Build/TQ3G.240802.010.A7) [FBAN/Orca-Android;FBAV/546.0.0.58.170;FBPN/com.facebook.orca;FBLC/en_GB;FBBV/835123987;FBCR/EE;FBMF/Sony;FBBD/Sony;FBDV/Sony Xperia 10 IV;FBSV/16;FBCA/arm64-v8a:null;FBDM/{density=3.125,width=1080,height=2400};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 16; Tecno Camon 20 Build/TQ3A.250605.031.A3) [FBAN/Orca-Android;FBAV/505.0.0.30.71;FBPN/com.facebook.orca;FBLC/en_GB;FBBV/638683974;FBCR/Hutch;FBMF/Google;FBBD/Google;FBDV/Tecno Camon 20;FBSV/16;FBCA/arm64-v8a:null;FBDM/{density=3.237,width=1080,height=2316};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 16; Realme GT 3 Build/TQ3A.250605.031.A3) [FBAN/Orca-Android;FBAV/499.0.0.85.106;FBPN/com.facebook.orca;FBLC/en_GB;FBBV/607186409;FBCR/AT&T;FBMF/Xiaomi;FBBD/Xiaomi;FBDV/Realme GT 3;FBSV/16;FBCA/arm64-v8a:null;FBDM/{density=3.109,width=1080,height=2106};FB_FW/1;]
Dalvik/2.1.0 (Linux; U; Android 16; SM-S918B Build/TQ3A.250605.031.A3) [FBAN/Orca-Android;FBAV/503.0.0.115.28;FBPN/com.facebook.orca;FBLC/en_GB;FBBV/678567390;FBCR/Hutch;FBMF/Vivo;FBBD/Vivo;FBDV/SM-S918B;FBSV/16;FBCA/arm64-v8a:null;FBDM/{density=2.679,width=1080,height=2316};FB_FW/1;]
